session_id,fraction_of_common_click
20090312431273200,0.9744897959183674
20090312433251036,0.9511494252873564
20090313091715820,0.7787610619469026
20090314035813970,0.9135254988913526
20090314363702160,0.9840425531914894
20090315081004164,0.9326556543837357
20090315101457836,0.7171717171717171
20090317111400710,0.9510022271714922
20090318021527530,0.962756052141527
20090318322359292,0.9876288659793816
20100000291486630,0.9867724867724867
20100000404860470,0.9726027397260274
20100007011166932,0.9741035856573704
20100007445515820,0.9054621848739496
20100008103581056,0.9700704225352113
20100008572266050,0.9562913907284768
20100009003806170,0.976890756302521
20100009303098716,0.9411764705882352
20100009385330468,0.978702807357212
20100009560590796,0.9798792756539236
20100010540710908,0.9714285714285714
20100010554738616,0.9770114942528736
20100011033647636,0.965865992414665
20100011274731204,0.9342969776609724
20100011290663880,0.9699074074074074
20100012035069724,0.96
20100012495345730,0.9661016949152542
20100012562027690,0.966044142614601
20100013054800856,0.981549815498155
20100013062325450,0.9465776293823038
20100013473331852,0.9544198895027624
20100014035994700,0.9685393258426966
20100014151142000,0.9643605870020964
20100014154454230,0.8997175141242938
20100014511488036,0.972181551976574
20100015040218188,0.9770491803278688
20100015125877780,0.9588014981273408
20100015283382064,0.9644268774703556
20100015595709668,0.9767054908485856
20100016032214516,0.9895397489539748
20100016060832892,0.948306595365419
20100016070249504,0.9615384615384616
20100016190952620,0.9771428571428572
20100016263918300,0.9541884816753928
20100016265132170,0.981012658227848
20100017221780384,0.950792782941498
20100017254481760,0.9388038942976356
20100017310338576,0.9724264705882352
20100018164106616,0.967741935483871
20100018271998800,0.9827089337175792
20100018303409816,0.9739776951672864
20100018421509572,0.96529284164859
20100019210476400,0.9833679833679834
20100019232709284,0.9576642335766424
20100020002294336,0.8684654300168634
20100020040089776,0.9650986342943856
20100020512263948,0.9602272727272728
20100021100648030,0.9907407407407408
20100022495909980,0.694078947368421
20100023124078624,0.96875
20100023464644676,0.9865771812080536
20100106475056520,0.958095238095238
20100107064152736,0.968476357267951
20100107482652664,0.9685230024213076
20100107574055690,0.9796238244514106
20100108173056344,0.963302752293578
20100108233796816,0.992248062015504
20100108361406030,0.9547511312217196
20100108383025864,0.9730290456431536
20100108394183868,0.9775
20100108401566970,0.9656565656565655
20100108432199556,0.9671457905544149
20100108440880468,0.948051948051948
20100108470637852,0.9704301075268816
20100108495321150,0.9868766404199476
20100108534216284,0.9620253164556962
20100108574283104,0.9662698412698412
20100108581646460,0.9772079772079773
20100108591155856,0.9852579852579852
20100109004299012,0.9689213893967094
20100109034836400,0.9591280653950952
20100109151447104,0.9627831715210357
20100109162353624,0.9370229007633588
20100109172665050,0.9499136442141624
20100109184696350,0.954
20100109251233292,0.9610778443113772
20100109284899504,0.9739336492890996
20100109301649708,0.939622641509434
20100109343643120,0.9554973821989527
20100109380136844,0.9521829521829522
20100109431710736,0.9513888888888888
20100109452581744,0.964622641509434
20100109470804544,0.970181818181818
20100109514699030,0.9723991507430998
20100110025276096,0.9683698296836984
20100110073981440,0.9541284403669724
20100110082132976,0.979035639412998
20100110125009530,0.9445178335535006
20100110144313116,0.966153846153846
20100110164955216,0.9709443099273608
20100110165348344,0.7347368421052631
20100110175762076,0.9841628959276018
20100110184862076,0.9845474613686536
20100110240923344,0.959079283887468
20100110282243428,0.9635193133047212
20100110292895384,0.9374130737134908
20100110373886400,0.961218836565097
20100110411908996,0.951077943615257
20100110453807850,0.9597156398104264
20100110472592492,0.9773299748110832
